dbid,title,age,text,lemmatized
5346, pesat,13,que pesa molt. 2 que no et deixa tranquil,que pesar molt . 2 que no tu deixar tranquil .
5347, volcà,13,element natural amb forma conica que * per la part baixa. Està format per una erupció,element natural amb forma cònic que * per el part baix . estar format per un erupció .
5415, imaginar,13,utilitzar les neurones que et queden.,utilitzar el neurona que tu quedar .
5416, innocent,13,no nocent.,no .
5417, turó,13,montanya petita.,muntanya petit .
5450, cor,13,Organ que serveix per bombejar sang. Abans pensaba que controlaba els sentiments.,òrgan que servir per bombejar sang . abans pensar que controlar el sentiment .
5451, espantar-se,13,es cuan algú et fa un sustu i tu et mous perque t'espanta,ser quan algú tu fer un sustu i tu tu moure perquè tu espantar .
5452, infantil,13,alguna cosa que es per nens petits,algun cosa que ser per nen petit .
5681, microbi,12,esser molt petit de vista microscopica.,ésser molt petit de vista microscòpic .
5682, traduir,12,persona què parla per una persona important que parla un altre idioma.,persona que parlar per un persona important que parlar un altre idioma .
5683, vergonyós,12,persona que no s'atrabeix a parlar devant de gent o preguntar-li una cosa a un desconegut.,persona que no ell atrevir-se a parlar davant de gent o preguntar ell un cosa a un desconegut .
5425, enyorar,13,Trobar a faltar algú.,trobar a faltar algú .
5426, il·legal,13,Que no es legal. Que viu en la il·legalitat.,que no ser legal . que viure en el il·legalitat .
5427, península,13,"Terra que * al mar, la qual toca al mar per tots els llocs menys per un.","terra que * al mar , el qual tocar al mar per tot el lloc menys per un ."
5155, amagar,10,algu que esta agafan una cosa i posarla a un lloc que ningu la beji,algú que estar agafar un cosa i posar ell a un lloc que ningú el veure .
5156, indígena,10,un senyor que be de de algun pais llunyar,un senyor que venir de de algun país llunyà .
5157, lleig,10,algu que agafa un llibre i mire les lletres i les enten,algú que agafar un llibre i mirar el lletra i el entendre .
351, mapa,10,Es un objecte que tindica per on es d'anar per trobar la c casa que estas buscan,ser un objecte que tu indicar per on haver de anar per trobar el casa que estar buscar .
352, minúscul,10,És una cosa que és molt petita.,ser un cosa que ser molt petit .
485, enyorar,14,que ya et feta algu,que ya tu faltar algú .
486, il·legal,14,una cosa que no es pot fer,un cosa que no ell poder fer .
445, amagar,11,És la persona que s'amaga perque no li pillin.,ser el persona que es amagar perquè no ell pillar .
446, indígena,11,És una persona que es molt estrany,ser un persona que ser molt estrany .
447, lleig,11,És la persona que te una cara lleig.,ser el persona que tenir un cara lleig .
410, continent,12,Es un gran territori que es divideix en paissos,ser un gran territori que ell dividir en país .
411, culpable,12,Persona que ha fet ago dolent,persona que haver fer algo dolent .
412, inventar,12,Fer una cosa concreta o material que no s'avia fet mai,fer un cosa concret o material que no es haver fer mai .
2048, bacteri,10,malaltia que se aprofita del teu cos,malaltia que ell aprofitar del teu cos .
2049, nadalenc,10,persona que li agrada el nadal,persona que ell agradar el nadal .
2050, tornar,10,venir dun lloc que no es el teu,venir de un lloc que no ser el_teu .
2063, bo,10,un aperson que es amable,un persona que ser amable .
2064, convèncer,10,Fer algus * fent com nosaltres,fer algú * fer com jo .
2065, mestre,10,"Persona que ensenya cuociens, un art etc...","persona que ensenyar quocient , un art etcètera . ."
1623, imaginar,6,ce astic pranen al solvallen un suc de tronja,que estar prendre el sol veure un suc de taronja .
1624, innocent,6,un ce no te la culpa,un que no tenir el culpa .
1625, turó,6,una muntalla am erma i abras,un muntanya amb herba i arbre .
7482, estimar,14,"Es un sentiment, el qual expresa
apreci per alguna cosa, persona o animal.","ser un sentiment , el qual expressar apreci per algun cosa , persona o animal ."
7483, gent gran,14,"Persones amb una edat major dels 60-65
que no es poden valdre per si  mateixos o
necessiten alguna atenció.",persona amb un edat major del 60-65 que no ell poder valer per ell mateix o necessitar algun atenció .
7484, ximple,14,"Paraula que s'utilitza per dir a una
persona que fa  o diu tonterias",paraula que es utilitzar per dir a un persona que fer o dir tonteria .
2428, construir,6,unacaro,un caro .
8655, imaginar,15,pensar o precidir qualsevol cosa.,pensar o precidir qualsevol cosa .
8656, innocent,15,no veu la maldat d'altres persones.,no veure el maldat de altre persona .
8657, turó,15,Muntanya petita,muntanya petit .
8625, enganyar,,per una cosa i fer un altre,per un cosa i fer un altre .
8626, espatllat,,Que no funciona,que no funcionar .
8627, microscopi,,"Aparrell que serveix, per veure coses petites","aparell que servir , per veure cosa petit ."
7872, enyorar,12,Exur de menos a una altre persona,trobar_a_faltar a un altre persona .
7873, il·legal,12,Que esta prohibit,que estar prohibit .
7874, península,12,****,
7675, illa,13,Una illa es una preció de terra que está en mig del mar. On no hi viu ningu.,un illa ser un porció de terra que estar enmig_del mar . on no hi viure ningú .
7676, transformar,13,"Transformar, es per exemple erans formar el teu cabece i posarlo d'una altre manera,","transformar , ser per_exemple transformar el_teu cap i posar ell de un altre manera ."
8105, complicat,14,Una cosa que es difícil,un cosa que ser difícil .
8106, espia,14,Persona que espia a les altres persones,persona que espiar a el altre persona .
8107, estudiar,14,"es un verb.Fet que fan les persones per seposen
el tema",ser un verb . fet que fer el persona per repassar el tema .
8425, complicat,14,Acció que es molt dificil.,acció que ser molt difícil .
8426, espia,14,Persona que mira de saber coses que no fer.,persona que mirar de saber cosa que no fer .
8427, estudiar,14,Acció de recordar pa fer un exama.,acció de recordar per fer un examen .
8240, intel·ligent,12,persona que sap i moltes coses,persona que saber i molt cosa .
8241, pensar,12,acció de pensar reflexionar solo alguna cosa,acció de pensar reflexionar només algun cosa .
8242, univers,12,"conjut de unes *****,planets,*****,*****","conjunt de un , planeta , , ."
7664, atrevir-se,14,Es una persona que no he por a res. Sempre fa totsense i donar un pas entere.,ser un persona que no haver por a res . sempre fer tot sense i donar un pas enrere .
7665, cervell,14,Es un aparell del ***** del cap que vereuix com ***** fonamental per a la persona. Es on es guarden part dels records que aprents.,ser un aparell del del cap que com fonamental per a el persona . ser on ell guardar part del record que aprendre .
7666, impressionant,14,una cosa o fenòmen molt impactant que impresiona molt.,un cosa o fenomen molt impactant que impressionar molt .
9764, complicat,14,alguna cosa que no es facil de fer.,algun cosa que no ser fàcil de fer .
9765, estimar,14,"Es un sentiment molt fort per a una
altre persona.",ser un sentiment molt fort per a un altre persona .
9766, microscopi,14,"objecte que utilitzan els atrolegs per a veure 
els estels, els planetes i etc...","objecte que utilitzar el astròleg per a veure el estel , el planeta i etcètera . ."
7044, imaginar,14,Deixar vola l'imaginació,deixar volar el imaginació .
7045, innocent,14,Una persona que no ha fet res,un persona que no haver fer res .
7046, turó,14,És una petita muntanya,ser un petit muntanya .
9624, complicat,13,mode d'una cosa,mode de un cosa .
9625, estimar,13,"sentiment que es sent acia altre
persona",sentiment que ell sentir hacia altre persona .
9626, microscopi,13,"objecte que serveix per a ver objectes
microscopiques",objecte que servir per a ver objecte microscòpic .
9957, complicat,16,dificil de fer.,difícil de fer .
9958, estimar,16,un sentiment per una persona,un sentiment per un persona .
9959, microscopi,16,"un aparell per examinar microparticules i coses
petites",un aparell per examinar micropartícula i cosa petit .
7249, bo,13,UNa cosa quE te agRada,un cosa que tu agradar .
7250, convèncer,13,"IMPRECIONaR a UNa PERSONa
o ferli que Fasi alguNa
cosa",impressionar a un persona o fer ell que fer algun cosa .
7251, mestre,13,"ÉS UN PROFESOR/a que DONe clas als
NENS o NENES",ser un professor que donar classe al nen o nena .
67, estimar,10,Que li tens molt carinyo,que ell tenir molt carinyo .
68, gent gran,10,"que ja no pot treballa per que s'ha
jubilat",que ja no poder treballar perquè ell haver jubilar .
7492, cor,16,"Organó importante del Cuerpo humano que pertenece al
sistema circulatorio, el corazòn bombea de sangre a
todo el cuerpo con dos ventriculas que ayudan al
manejo de todo el cuerpo.","órgano importante del cuerpo humano que pertenecer al sistema circulatorio , el corazón bombear de sangre a todo el cuerpo con dos ventrículo que ayudar al manejo de todo el cuerpo ."
7493, espantar-se,16,"Cuando una persona recibe una emoción fuerte, muy
sorprendente","cuando un persona recibir un emoción fuerte , muy sorprendente ."
7494, infantil,16,"niño que va a la escuela o persona adulta que se
siente niño sin responsabilidades siendo muy inocente",niño que ir a el escuela o persona adult que él sentir niño sin responsabilidad ser muy inocente .
9696, microscopi,12,*r*mento per mira,instrument per mirar .
10102, complicat,15,No es dificil de fer.,no ser difícil de fer .
10103, estimar,15,Anar al lababo.,anar al lavabo .
10104, microscopi,15,Per espiar.,per espiar .
8820, microbi,11,"           celula prulicelular que es una
         enfermetat al cos",cèl·lula pluricel·lular que ser un enfermetat al cos .
8821, traduir,11,"           llengua  *radu*da per
que el sanpin als altr*s",llengua perquè el saber el altre .
8822, vergonyós,11,      persona an vergoya,persona amb vergonya .
6360, comptar,15,"acció que és fa servir per saber la quantitat justa dels objectes.
comptar monedes
comptar camisetes.",acció que es fer_servir per saber el quantitat just del objecte . comptar moneda comptar camiseta .
6361, estrany,15,"objecte o persona estranya, és aquella que tu no en tens coneixement o et sembla molt diferent de la normalitat.","objecte o persona estrany , ser aquell que tu no en tenir coneixement o tu semblar molt diferent de el normalitat ."
6362, pau,15,"contrari de guerra.
Persona que vol pau i és aquella persona que davant d'un problema no utilitza la violència, sinó que ho resolt parlant civilitzadament.","contrari de guerra . persona que voler pau i ser aquell persona que davant de un problema no utilitzar el violència , sinó que ho resoldre parlar civilitzadament ."
5648, consultar,12,Acció que es fa per preguntar alguna cosa del que no saps.,acció que es fer per preguntar algun cosa del que no saber .
5649, metàl·lic,12,Objecte extret del mineral i que ha seguit uns processos tecnologics per convertirse en objecte.,objecte extret del mineral i que haver seguir un procés tecnològic per convertir ell en objecte .
5650, vacuna,12,Objecte o aparell que utilitzan els metges per introduir un medicament contra les infeccions.,objecte o aparell que utilitzar el metge per introduir un medicament contra el infecció .
6255, canviar,15,variar en alguna cosa,variar en algun cosa .
6256, divertit,15,qualitat de la personalitat.,qualitat de el personalitat .
6257, helicòpter,15,medi de transport,medi de transport .
9316, canviar,9,"canviar de ropa camviar de Pantalones
canviar de Bragas canviar de zapatos",cambiar de roba cambiar de pantalón cambiar de braga cambiar de zapato .
9317, divertit,9,content triste llora,content trist llorar .
9318, helicòpter,9,"Buela tiene cola tiene ales se Puede ir mui legos
da qui es mui grande",volar tenir cua tenir ala se poder anar molt lluny de aquí ser muy gran .
5751, continent,12,Te explica alguns temes.,tu explicar algun tema .
5752, culpable,12,Que ha fet alguna cosa dolenta per exemple: un atrac.,que haver fer algun cosa dolent per_exemple : un atrac .
5753, inventar,12,Serveix per que la gent es distraigui.,servir per que el gent ell distreure .
7294, comptar,14,***    ***  elements o coses,element o cosa .
7295, estrany,14,que no es normal,que no ser normal .
7296, pau,14,que la gent es comporta bé,que el gent ell comportar bé .
8290, canviar,13,Donar una cosa a canvi d'un altra.,donar un cosa a_canvi_de un altre .
8291, divertit,13,"Persona entretinguda, que li agrada
la diversió.","persona entretingut , que ell agradar el diversió ."
